datetime,open,high,low,close,volume
2016-07-01 00:00:00,0.96245,0.9643,0.96159,0.96197,332
2016-07-01 00:05:00,0.96172,0.96421,0.96159,0.96215,1311
2016-07-01 00:10:00,0.96215,0.96383,0.9618,0.96229,1216
2016-07-01 00:15:00,0.96268,0.96376,0.9617,0.96249,1300
2016-07-01 00:20:00,0.96248,0.9638,0.96204,0.96374,1498
2016-07-01 00:25:00,0.96287,0.96373,0.96225,0.96288,1184
2016-07-01 00:30:00,0.96215,0.96421,0.96182,0.9627,1135
2016-07-01 00:35:00,0.96293,0.96454,0.96202,0.96277,1516
2016-07-01 00:40:00,0.96282,0.96388,0.96188,0.96375,920
2016-07-01 00:45:00,0.96178,0.96375,0.96178,0.963,1129
2016-07-01 00:50:00,0.96311,0.96419,0.96239,0.96405,2391
2016-07-01 00:55:00,0.96405,0.96411,0.96309,0.96344,1794
2016-07-01 01:00:00,0.96359,0.96443,0.96283,0.96353,4732
2016-07-01 01:05:00,0.96367,0.96438,0.96313,0.96402,3491
2016-07-01 01:10:00,0.96413,0.9644,0.96336,0.96398,3293
2016-07-01 01:15:00,0.96409,0.96416,0.9629,0.96371,2626
2016-07-01 01:20:00,0.96377,0.96405,0.96292,0.96369,2987
2016-07-01 01:25:00,0.96369,0.96402,0.96286,0.96366,3619
2016-07-01 01:30:00,0.96371,0.96434,0.96296,0.96423,2756
2016-07-01 01:35:00,0.96434,0.9645,0.96335,0.96408,1909
2016-07-01 01:40:00,0.96429,0.96457,0.96336,0.96457,2501
2016-07-01 01:45:00,0.96362,0.96514,0.96362,0.96455,2637
2016-07-01 01:50:00,0.96419,0.96519,0.96387,0.96489,1953
2016-07-01 01:55:00,0.96431,0.96498,0.964,0.96466,1926
2016-07-01 02:00:00,0.96474,0.96496,0.96324,0.96479,3486
2016-07-01 02:05:00,0.96479,0.96499,0.96367,0.96479,2028
2016-07-01 02:10:00,0.96479,0.96499,0.96385,0.96487,1191
2016-07-01 02:15:00,0.96487,0.96547,0.96395,0.96529,1543
2016-07-01 02:20:00,0.96529,0.96532,0.96419,0.96505,1391
2016-07-01 02:25:00,0.965,0.96563,0.96454,0.96554,1551
2016-07-01 02:30:00,0.9656,0.96562,0.96449,0.9651,1334
2016-07-01 02:35:00,0.9651,0.9651,0.96399,0.96502,1492
2016-07-01 02:40:00,0.96502,0.96513,0.96412,0.96489,1842
2016-07-01 02:45:00,0.96392,0.96544,0.96392,0.96486,2026
2016-07-01 02:50:00,0.96519,0.96554,0.96417,0.96543,1847
2016-07-01 02:55:00,0.96551,0.96551,0.9643,0.965,3165
2016-07-01 03:00:00,0.96494,0.96539,0.96396,0.96492,4393
2016-07-01 03:05:00,0.96485,0.96545,0.96402,0.96531,2969
2016-07-01 03:10:00,0.96538,0.96578,0.96443,0.96505,3173
2016-07-01 03:15:00,0.96518,0.96577,0.96425,0.96528,2971
2016-07-01 03:20:00,0.96545,0.96549,0.96393,0.96497,3282
2016-07-01 03:25:00,0.96486,0.96556,0.96409,0.96513,2713
2016-07-01 03:30:00,0.96513,0.96559,0.96382,0.96482,2774
2016-07-01 03:35:00,0.96482,0.96522,0.96388,0.96481,3086
2016-07-01 03:40:00,0.96489,0.9653,0.96404,0.9653,2397
2016-07-01 03:45:00,0.96345,0.96543,0.96345,0.96504,2712
2016-07-01 03:50:00,0.96518,0.96613,0.96429,0.96603,3614
2016-07-01 03:55:00,0.96591,0.9664,0.96498,0.96561,5237
2016-07-01 04:00:00,0.96549,0.96637,0.9649,0.966,4864
2016-07-01 04:05:00,0.966,0.96608,0.96403,0.96505,4779
2016-07-01 04:10:00,0.9649,0.96571,0.96455,0.96559,3815
2016-07-01 04:15:00,0.96562,0.96594,0.96455,0.9656,4388
2016-07-01 04:20:00,0.9656,0.96605,0.9632,0.96593,3073
2016-07-01 04:25:00,0.96594,0.96623,0.9648,0.96593,2562
2016-07-01 04:30:00,0.96605,0.96617,0.96478,0.96565,3183
2016-07-01 04:35:00,0.96566,0.96591,0.96427,0.96534,3741
2016-07-01 04:40:00,0.96534,0.96571,0.96423,0.96571,4330
2016-07-01 04:45:00,0.96545,0.96571,0.96429,0.96506,5742
2016-07-01 04:50:00,0.96522,0.96565,0.96432,0.9655,3769
2016-07-01 04:55:00,0.96512,0.96562,0.9646,0.9654,2671
2016-07-01 05:00:00,0.96534,0.96558,0.96441,0.96547,2528
2016-07-01 05:05:00,0.96547,0.9656,0.96431,0.96548,2435
2016-07-01 05:10:00,0.96543,0.96588,0.96469,0.96555,2952
2016-07-01 05:15:00,0.96535,0.9658,0.96461,0.9654,2863
2016-07-01 05:20:00,0.96527,0.9655,0.96431,0.96535,2377
2016-07-01 05:25:00,0.96516,0.96552,0.96388,0.96548,3112
2016-07-01 05:30:00,0.96526,0.96556,0.96432,0.96547,2178
2016-07-01 05:35:00,0.96532,0.96601,0.96466,0.96566,3430
2016-07-01 05:40:00,0.96566,0.96602,0.96501,0.96594,2734
2016-07-01 05:45:00,0.9659,0.96609,0.96487,0.96604,2610
2016-07-01 05:50:00,0.96604,0.9663,0.96521,0.96608,2554
2016-07-01 05:55:00,0.96599,0.96646,0.96528,0.96622,3163
2016-07-01 06:00:00,0.96622,0.96686,0.96528,0.96676,3178
2016-07-01 06:05:00,0.96676,0.96691,0.96523,0.96653,3391
2016-07-01 06:10:00,0.96657,0.96684,0.96519,0.96638,2977
2016-07-01 06:15:00,0.96645,0.96685,0.96511,0.96669,3313
2016-07-01 06:20:00,0.96679,0.96718,0.96503,0.96695,3337
2016-07-01 06:25:00,0.96695,0.96713,0.96508,0.96698,3170
2016-07-01 06:30:00,0.96694,0.96707,0.96527,0.9668,2663
2016-07-01 06:35:00,0.9668,0.96685,0.96544,0.96653,2814
2016-07-01 06:40:00,0.96653,0.96678,0.96555,0.96575,2874
2016-07-01 06:45:00,0.96651,0.96655,0.96555,0.96619,2440
2016-07-01 06:50:00,0.96618,0.96631,0.96497,0.96581,2687
2016-07-01 06:55:00,0.96581,0.96634,0.9651,0.96634,2651
2016-07-01 07:00:00,0.96634,0.96645,0.96541,0.96624,2807
2016-07-01 07:05:00,0.96624,0.96666,0.9654,0.96622,3078
2016-07-01 07:10:00,0.96616,0.96629,0.9652,0.96598,2749
2016-07-01 07:15:00,0.96606,0.96645,0.9652,0.96624,2692
2016-07-01 07:20:00,0.96626,0.96646,0.96534,0.96631,2320
2016-07-01 07:25:00,0.96631,0.96663,0.96552,0.96658,2002
2016-07-01 07:30:00,0.96645,0.96688,0.96538,0.9667,3276
2016-07-01 07:35:00,0.9667,0.96686,0.9652,0.96616,3096
2016-07-01 07:40:00,0.96617,0.96669,0.9652,0.96649,3050
2016-07-01 07:45:00,0.96636,0.96683,0.96556,0.96672,2610
2016-07-01 07:50:00,0.96672,0.96711,0.966,0.96677,3651
2016-07-01 07:55:00,0.96689,0.96723,0.96605,0.96698,3748
2016-07-01 08:00:00,0.96698,0.96719,0.96589,0.96675,3012
2016-07-01 08:05:00,0.96696,0.96713,0.96574,0.96676,3066
2016-07-01 08:10:00,0.96694,0.96712,0.96584,0.96696,2087
2016-07-01 08:15:00,0.96699,0.96713,0.96594,0.96694,2491
2016-07-01 08:20:00,0.96694,0.96709,0.96576,0.96664,2362
2016-07-01 08:25:00,0.96671,0.96705,0.96596,0.96688,2207
2016-07-01 08:30:00,0.96688,0.96701,0.96593,0.96693,2361
2016-07-01 08:35:00,0.96693,0.96694,0.96594,0.96686,2283
2016-07-01 08:40:00,0.96684,0.96713,0.9658,0.96652,3323
2016-07-01 08:45:00,0.96683,0.96707,0.96587,0.96675,3630
2016-07-01 08:50:00,0.96677,0.96697,0.96585,0.9668,3543
2016-07-01 08:55:00,0.9668,0.96706,0.96594,0.96689,4654
2016-07-01 09:00:00,0.9669,0.96725,0.96626,0.9666,4857
2016-07-01 09:05:00,0.96664,0.96695,0.96571,0.96622,5477
2016-07-01 09:10:00,0.96641,0.96667,0.96539,0.96624,4761
2016-07-01 09:15:00,0.96618,0.9665,0.96494,0.96587,6358
2016-07-01 09:20:00,0.96587,0.96614,0.96476,0.96573,5276
2016-07-01 09:25:00,0.96573,0.96613,0.96488,0.96593,5303
2016-07-01 09:30:00,0.96591,0.96627,0.96496,0.96578,5497
2016-07-01 09:35:00,0.96563,0.9664,0.96507,0.96628,4565
2016-07-01 09:40:00,0.96628,0.96667,0.96542,0.96658,5748
2016-07-01 09:45:00,0.96643,0.96695,0.96559,0.96654,4493
2016-07-01 09:50:00,0.96654,0.9667,0.96555,0.96645,3854
2016-07-01 09:55:00,0.96641,0.96664,0.96528,0.96619,5058
2016-07-01 10:00:00,0.96614,0.96679,0.96524,0.96671,6556
2016-07-01 10:05:00,0.96662,0.96673,0.96542,0.96637,6233
2016-07-01 10:10:00,0.96637,0.96654,0.96524,0.96594,5575
2016-07-01 10:15:00,0.9659,0.96601,0.96483,0.96589,4337
2016-07-01 10:20:00,0.96589,0.96591,0.96474,0.96556,4781
2016-07-01 10:25:00,0.96562,0.96568,0.96436,0.96542,5711
2016-07-01 10:30:00,0.96548,0.96574,0.96457,0.96543,5504
2016-07-01 10:35:00,0.96543,0.96574,0.96441,0.96523,7341
2016-07-01 10:40:00,0.96518,0.9655,0.96431,0.96505,7726
2016-07-01 10:45:00,0.96503,0.9654,0.96393,0.96504,6726
2016-07-01 10:50:00,0.96498,0.9651,0.96355,0.96454,5496
2016-07-01 10:55:00,0.96454,0.96492,0.96354,0.96468,5365
2016-07-01 11:00:00,0.96468,0.96558,0.9637,0.96557,6083
2016-07-01 11:05:00,0.96546,0.96571,0.96463,0.96554,6050
2016-07-01 11:10:00,0.96562,0.96597,0.9648,0.96575,5708
