datetime,open,high,low,close,volume
2016-07-01 00:00:00,1.0839,1.0839,1.08275,1.08335,382
2016-07-01 00:05:00,1.0834,1.08387,1.08303,1.0836,1029
2016-07-01 00:10:00,1.08351,1.08383,1.08316,1.0834,1201
2016-07-01 00:15:00,1.08361,1.08368,1.08294,1.08351,1983
2016-07-01 00:20:00,1.08332,1.0836,1.08279,1.08321,1102
2016-07-01 00:25:00,1.08329,1.0835,1.08288,1.08331,1612
2016-07-01 00:30:00,1.08301,1.08343,1.08286,1.08314,1131
2016-07-01 00:35:00,1.08314,1.08363,1.08284,1.08312,1043
2016-07-01 00:40:00,1.08286,1.08331,1.0825,1.08312,1716
2016-07-01 00:45:00,1.08303,1.08322,1.0824,1.08305,1378
2016-07-01 00:50:00,1.08264,1.0832,1.08209,1.08293,1516
2016-07-01 00:55:00,1.08274,1.08395,1.08235,1.08252,1635
2016-07-01 01:00:00,1.08394,1.0843,1.08234,1.0836,4492
2016-07-01 01:05:00,1.08357,1.08408,1.0831,1.0834,3932
2016-07-01 01:10:00,1.08341,1.08381,1.08304,1.08364,3997
2016-07-01 01:15:00,1.08372,1.08414,1.08348,1.08402,3091
2016-07-01 01:20:00,1.08398,1.08418,1.08354,1.08412,2419
2016-07-01 01:25:00,1.08411,1.08433,1.0837,1.08388,3544
2016-07-01 01:30:00,1.0839,1.08429,1.08325,1.08369,3754
2016-07-01 01:35:00,1.08366,1.0843,1.08293,1.08356,3055
2016-07-01 01:40:00,1.08317,1.08416,1.08317,1.08382,2712
2016-07-01 01:45:00,1.08379,1.08403,1.08338,1.08353,2700
2016-07-01 01:50:00,1.0835,1.08414,1.08323,1.08357,2202
2016-07-01 01:55:00,1.08411,1.08435,1.08315,1.08423,2089
2016-07-01 02:00:00,1.08429,1.0846,1.08345,1.08431,3439
2016-07-01 02:05:00,1.08435,1.08454,1.08358,1.08443,2130
2016-07-01 02:10:00,1.08398,1.08452,1.08366,1.08431,2979
2016-07-01 02:15:00,1.08436,1.0844,1.08348,1.08428,3071
2016-07-01 02:20:00,1.08388,1.08444,1.08357,1.08427,2624
2016-07-01 02:25:00,1.08444,1.08446,1.08378,1.08435,2709
2016-07-01 02:30:00,1.08433,1.08449,1.0837,1.08416,3344
2016-07-01 02:35:00,1.08413,1.08453,1.08321,1.08422,2284
2016-07-01 02:40:00,1.08377,1.08449,1.08368,1.08404,2805
2016-07-01 02:45:00,1.08407,1.08444,1.0838,1.08426,3086
2016-07-01 02:50:00,1.08426,1.08453,1.08369,1.08404,2066
2016-07-01 02:55:00,1.08435,1.08448,1.0836,1.0839,2826
2016-07-01 03:00:00,1.08394,1.0845,1.08342,1.08419,4994
2016-07-01 03:05:00,1.08419,1.08437,1.08372,1.08427,4313
2016-07-01 03:10:00,1.08431,1.08481,1.08389,1.08451,4346
2016-07-01 03:15:00,1.08451,1.08477,1.084,1.08446,4450
2016-07-01 03:20:00,1.08446,1.08457,1.0838,1.08445,4938
2016-07-01 03:25:00,1.08443,1.08458,1.08398,1.08454,2903
2016-07-01 03:30:00,1.08433,1.08472,1.08415,1.08469,2931
2016-07-01 03:35:00,1.0846,1.08474,1.08405,1.08451,2897
2016-07-01 03:40:00,1.08442,1.08471,1.08406,1.08463,2508
2016-07-01 03:45:00,1.08467,1.08473,1.08367,1.08439,2509
2016-07-01 03:50:00,1.08408,1.0846,1.08378,1.08426,4624
2016-07-01 03:55:00,1.08424,1.08459,1.08378,1.08443,4822
2016-07-01 04:00:00,1.08443,1.08472,1.08401,1.0845,3433
2016-07-01 04:05:00,1.0846,1.08471,1.08402,1.0846,3422
2016-07-01 04:10:00,1.08459,1.08467,1.08399,1.0844,2953
2016-07-01 04:15:00,1.08428,1.08459,1.08395,1.08453,2463
2016-07-01 04:20:00,1.08453,1.08456,1.08392,1.08454,1799
2016-07-01 04:25:00,1.08438,1.08454,1.0838,1.08417,2471
2016-07-01 04:30:00,1.08417,1.08438,1.08371,1.08427,3285
