datetime,open,high,low,close,volume
2016-07-01 05:05:00,8.7356,8.7356,8.7356,8.7356,1
2016-07-01 05:10:00,8.7341,8.7341,8.7341,8.7341,1
2016-07-01 05:15:00,8.7333,8.7333,8.7333,8.7333,1
2016-07-01 05:20:00,8.7346,8.7346,8.7346,8.7346,1
2016-07-01 05:25:00,8.7344,8.7344,8.7344,8.7344,1
2016-07-01 05:30:00,8.7333,8.7333,8.7333,8.7333,1
2016-07-04 05:05:00,8.7621,8.7621,8.7621,8.7621,1
2016-07-04 05:10:00,8.763,8.763,8.763,8.763,1
2016-07-04 05:15:00,8.7646,8.7646,8.7646,8.7646,1
2016-07-04 05:20:00,8.765,8.765,8.765,8.765,1
2016-07-04 05:25:00,8.7652,8.7652,8.7652,8.7652,1
2016-07-04 05:30:00,8.7648,8.7648,8.7648,8.7648,1
2016-07-05 05:05:00,8.7534,8.7534,8.7534,8.7534,1
2016-07-05 05:10:00,8.7527,8.7527,8.7527,8.7527,1
2016-07-05 05:15:00,8.7528,8.7528,8.7528,8.7528,1
2016-07-05 05:20:00,8.753,8.753,8.753,8.753,1
2016-07-05 05:25:00,8.7549,8.7549,8.7549,8.7549,1
2016-07-05 05:30:00,8.7565,8.7565,8.7565,8.7565,1
2016-07-06 05:05:00,8.6871,8.6871,8.6871,8.6871,1
2016-07-06 05:10:00,8.688,8.688,8.688,8.688,1
2016-07-06 05:15:00,8.6873,8.6873,8.6873,8.6873,1
2016-07-06 05:20:00,8.6843,8.6843,8.6843,8.6843,1
2016-07-06 05:25:00,8.6857,8.6857,8.6857,8.6857,1
2016-07-06 05:30:00,8.69,8.69,8.69,8.69,1
2016-07-08 05:05:00,8.712,8.712,8.712,8.712,1
2016-07-08 05:10:00,8.7118,8.7118,8.7118,8.7118,1
2016-07-08 05:15:00,8.7136,8.7139,8.7136,8.7139,2
2016-07-08 05:20:00,8.7116,8.7116,8.7116,8.7116,1
2016-07-08 05:25:00,8.7105,8.7105,8.7105,8.7105,1
2016-07-08 05:30:00,8.7127,8.7127,8.7127,8.7127,1
2016-07-11 05:05:00,8.6902,8.6902,8.6902,8.6902,1
2016-07-11 05:10:00,8.69,8.69,8.69,8.69,1
2016-07-11 05:15:00,8.6947,8.6947,8.6947,8.6947,1
2016-07-11 05:20:00,8.6938,8.6938,8.6938,8.6938,1
2016-07-11 05:25:00,8.6967,8.6967,8.6966,8.6966,2
2016-07-11 05:30:00,8.6966,8.6966,8.6966,8.6966,1
2016-07-12 05:05:00,8.7137,8.7137,8.7137,8.7137,1
2016-07-12 05:10:00,8.713,8.713,8.713,8.713,1
2016-07-12 05:15:00,8.7128,8.7128,8.7128,8.7128,1
2016-07-12 05:20:00,8.7144,8.7144,8.7144,8.7144,1
2016-07-12 05:25:00,8.7231,8.7231,8.7231,8.7231,1
2016-07-12 05:30:00,8.7222,8.7222,8.7222,8.7222,1
2016-07-13 05:05:00,8.7037,8.7037,8.7037,8.7037,1
2016-07-13 05:10:00,8.6999,8.6999,8.6999,8.6999,1
2016-07-13 05:15:00,8.7005,8.7005,8.7005,8.7005,1
2016-07-13 05:20:00,8.6986,8.6986,8.6986,8.6986,1
2016-07-13 05:25:00,8.6993,8.6993,8.6993,8.6993,1
