datetime,open,high,low,close,volume
2016-07-01 00:00:00,27.6826,27.6826,27.6826,27.6826,1
2016-07-01 00:10:00,27.6828,27.6828,27.6828,27.6828,1
2016-07-01 00:15:00,27.6736,27.6736,27.6736,27.6736,1
2016-07-01 00:20:00,27.6758,27.6758,27.6758,27.6758,1
2016-07-01 00:25:00,27.6783,27.6783,27.6783,27.6783,1
2016-07-01 00:30:00,27.6751,27.6751,27.6751,27.6751,1
2016-07-01 00:35:00,27.6695,27.6695,27.6695,27.6695,1
2016-07-01 00:40:00,27.6712,27.6712,27.6712,27.6712,1
2016-07-01 00:45:00,27.6603,27.6603,27.6603,27.6603,1
2016-07-01 00:50:00,27.6635,27.6635,27.6635,27.6635,1
2016-07-01 03:00:00,27.6732,27.6732,27.6732,27.6732,1
2016-07-01 03:05:00,27.6707,27.6707,27.6707,27.6707,1
2016-07-01 03:10:00,27.6807,27.6807,27.6807,27.6807,1
2016-07-01 03:15:00,27.6844,27.6844,27.6844,27.6844,1
2016-07-01 03:20:00,27.7019,27.7019,27.7019,27.7019,1
2016-07-01 03:25:00,27.6984,27.6984,27.6984,27.6984,1
2016-07-01 03:30:00,27.7001,27.7001,27.7001,27.7001,1
2016-07-01 03:35:00,27.7054,27.7054,27.7054,27.7054,1
2016-07-01 03:40:00,27.7013,27.7013,27.7013,27.7013,1
2016-07-01 03:45:00,27.6988,27.6988,27.6988,27.6988,1
2016-07-01 03:50:00,27.7004,27.7004,27.7004,27.7004,1
2016-07-01 04:00:00,27.6972,27.6972,27.6972,27.6972,1
2016-07-01 04:05:00,27.7033,27.7033,27.7033,27.7033,1
2016-07-01 04:10:00,27.7029,27.7029,27.7029,27.7029,1
2016-07-01 04:15:00,27.6983,27.6983,27.6983,27.6983,1
2016-07-01 04:20:00,27.7004,27.7004,27.7004,27.7004,1
2016-07-01 06:55:00,27.6412,27.6412,27.6412,27.6412,1
2016-07-01 07:00:00,27.6411,27.6411,27.6411,27.6411,1
2016-07-01 07:05:00,27.6391,27.6391,27.6391,27.6391,1
2016-07-01 07:10:00,27.6416,27.6416,27.6416,27.6416,1
2016-07-01 07:15:00,27.6403,27.6403,27.6403,27.6403,1
2016-07-01 07:20:00,27.6745,27.6745,27.6745,27.6745,1
2016-07-01 07:25:00,27.6469,27.6469,27.6469,27.6469,1
2016-07-01 07:30:00,27.6495,27.6495,27.6495,27.6495,1
2016-07-01 07:35:00,27.6534,27.6534,27.6534,27.6534,1
2016-07-01 07:40:00,27.651,27.651,27.651,27.651,1
2016-07-01 07:45:00,27.6519,27.6519,27.6519,27.6519,1
2016-07-01 07:50:00,27.6586,27.6586,27.6586,27.6586,1
2016-07-01 07:55:00,27.6609,27.6609,27.6609,27.6609,1
2016-07-01 08:00:00,27.6653,27.6653,27.6653,27.6653,1
